"id","language","title","description","path_id","search_vector"
81,"en","12 ways to improve social skills","Written by psychotherapist Amy Morin, this article from Life Hack gives you straightforward strategies to improve your social skills and become a more sociable person. Check out this action plan for all 12 tips.

Link to full article: https://www.lifehack.org/articles/communication/12-ways-improve-social-skills-and-make-you-sociable-anytime.html",86,"'/articles/communication/12-ways-improve-social-skills-and-make-you-sociable-anytime.html':47B '12':1A,39B 'action':35B 'ami':10B 'articl':13B,44B 'becom':27B 'check':32B 'full':43B 'give':17B 'hack':16B 'improv':4A,22B 'life':15B 'link':41B 'morin':11B 'person':31B 'plan':36B 'psychotherapist':9B 'skill':6A,25B 'sociabl':30B 'social':5A,24B 'straightforward':19B 'strategi':20B 'tip':40B 'way':2A 'written':7B 'www.lifehack.org':46B 'www.lifehack.org/articles/communication/12-ways-improve-social-skills-and-make-you-sociable-anytime.html':45B"
114,"en","Job searching during a pandemic","Looking for a job during the pandemic has been difficult and frustrating. Here are some tips to help with the job hunt.",119,"'difficult':15B 'frustrat':17B 'help':23B 'hunt':27B 'job':1A,9B,26B 'look':6B 'pandem':5A,12B 'search':2A 'tip':21B"
117,"en","Jedi time tricks","In this Quora response, Oliver Emberton reveals the secret to time management: Jedi time tricks. 

Full response here: https://qr.ae/pN64M8",122,"'/pn64m8':24B 'emberton':9B 'full':19B 'jedi':1A,16B 'manag':15B 'oliv':8B 'qr.ae':23B 'qr.ae/pn64m8':22B 'quora':6B 'respons':7B,20B 'reveal':10B 'secret':12B 'time':2A,14B,17B 'trick':3A,18B"
736,"en","Restlessness is the biggest enemy 1","Restlessness is the biggest enemy 1",926,"'biggest':4A,9B 'enemi':5A,10B 'restless':1A,6B"
770,"en","nana","nana",968,"'nana':1A,2B"
784,"en","hello","hello",986,"'hello':1A,2B"
799,"en","y new plan 2","new plan 2",1003,"'2':3A,6B 'new':1A,4B 'plan':2A,5B"
809,"en","plan by super admin cred in the admin panel","test",1024,"'admin':4A,8A 'cred':5A 'panel':9A 'plan':1A 'super':3A 'test':10B"
561,"en","How to access the Breaking Free from Substance Use program","Breaking Free is an online program that offers evidence-based wellbeing and recovery support for alcohol and substance use. This plan goes over what the program is and how you can get the most out of it.

Please note: This plan is not designed to provide or replace professional medical advice, treatment, or counseling. If you need those services and care, reach out to a trained medical professional for support.",605,"'access':3A 'advic':62B 'alcohol':27B 'base':21B 'break':5A,11B 'care':72B 'counsel':65B 'design':55B 'evid':20B 'evidence-bas':19B 'free':6A,12B 'get':43B 'goe':33B 'medic':61B,78B 'need':68B 'note':50B 'offer':18B 'onlin':15B 'plan':32B,52B 'pleas':49B 'profession':60B,79B 'program':10A,16B,37B 'provid':57B 'reach':73B 'recoveri':24B 'replac':59B 'servic':70B 'substanc':8A,29B 'support':25B,81B 'train':77B 'treatment':63B 'use':9A,30B 'wellb':22B"
209,"en","Learn English for personal and professional communication","Are you in the process of learning English? SMU has created a program English for Personal and Professional Communication (EPPC),  accessible through SMUâs Website. Use these steps to find out more.",214,"'access':28B 'communic':7A,26B 'creat':18B 'english':2A,15B,21B 'eppc':27B 'find':37B 'learn':1A,14B 'person':4A,23B 'process':12B 'profession':6A,25B 'program':20B 'smu':16B,30B 'step':35B 'use':33B 'websit':32B"
577,"en","Employment contracts 101","Itâs important to know exactly what youâre signing up for before starting a new job. Hereâs some tips to make sure youâre working on your terms.",621,"'101':3A 'contract':2A 'employ':1A 'exact':9B 'import':6B 'job':20B 'know':8B 'make':26B 'new':19B 're':12B,29B 'sign':13B 'start':17B 'sure':27B 'term':33B 'tip':24B 'work':30B"
123,"en","Create a Getting Things Done practice","GTD stands for âGetting Things Done."" It's a system to track all of the things you have to do. This plan will go over how to create your own GTD system.",128,"'creat':1A,34B 'done':5A,12B 'get':3A,10B 'go':30B 'gtd':7B,37B 'plan':28B 'practic':6A 'stand':8B 'system':16B,38B 'thing':4A,11B,22B 'track':18B"
508,"en","Abuse support","Are you or someone you know suffering from an abusive relationship? Use this resource to help guide you to a healthier path.",552,"'abus':1A,12B 'guid':19B 'healthier':23B 'help':18B 'know':8B 'path':24B 'relationship':13B 'resourc':16B 'someon':6B 'suffer':9B 'support':2A 'use':14B"
56,"en","How to make money by doing virtual part-time gigs","There are some online platforms where you can work on all kinds of random projects and make money as a side hustle. Let me introduce two platforms to get started with.",60,"'get':40B 'gig':11A 'hustl':33B 'introduc':36B 'kind':23B 'let':34B 'make':3A,28B 'money':4A,29B 'onlin':15B 'part':9A 'part-tim':8A 'platform':16B,38B 'project':26B 'random':25B 'side':32B 'start':41B 'time':10A 'two':37B 'virtual':7A 'work':20B"
177,"en","Research using Patrick Power Library","The library provides tons of valuable scholarly resources to support your research. I know it can be daunting at first to sift through millions of articles and tackle effective search strategies, but hopefully this guide can break down using the library for your research.",182,"'articl':31B 'break':42B 'daunt':23B 'effect':34B 'first':25B 'guid':40B 'hope':38B 'know':19B 'librari':5A,7B,46B 'million':29B 'patrick':3A 'power':4A 'provid':8B 'research':1A,17B,49B 'resourc':13B 'scholar':12B 'search':35B 'sift':27B 'strategi':36B 'support':15B 'tackl':33B 'ton':9B 'use':2A,44B 'valuabl':11B"
119,"en","How to make money by doing surveys or mini-tasks online","If you have some time to spare online, filling out surveys is an easy way to make extra money. Let me introduce you to some of the best websites that let you make money by taking surveys.",124,"'best':40B 'easi':26B 'extra':30B 'fill':21B 'introduc':34B 'let':32B,43B 'make':3A,29B,45B 'mini':10A 'mini-task':9A 'money':4A,31B,46B 'onlin':12A,20B 'spare':19B 'survey':7A,23B,49B 'take':48B 'task':11A 'time':17B 'way':27B 'websit':41B"
157,"en","Journaling ideas and emotions","Journaling can be a very rewarding and enlightening experience. If done regularly, it can make you feel more organized and in control of your emotions and feelings, as well as help you keep track of your busy life. Journaling is a great outlet if you find yourself without someone to talk about certain things. It helps you order your thoughts and record exactly what is bothering or helping you in life at a given moment. 

You can take this information and hone in on the important things while getting rid of the problems. Also, the mere act of writing regularly can have massive impacts on your mental and intellectual health. Itâs a very minimal effort task that anyone can do at any time in the day.",162,"'act':101B 'also':98B 'anyon':123B 'bother':70B 'busi':41B 'certain':57B 'control':26B 'day':131B 'done':15B 'effort':120B 'emot':4A,29B 'enlighten':12B 'exact':67B 'experi':13B 'feel':21B,31B 'find':50B 'get':93B 'given':78B 'great':46B 'health':114B 'help':35B,60B,72B 'hone':86B 'idea':2A 'impact':108B 'import':90B 'inform':84B 'intellectu':113B 'journal':1A,5B,43B 'keep':37B 'life':42B,75B 'make':19B 'massiv':107B 'mental':111B 'mere':100B 'minim':119B 'moment':79B 'order':62B 'organ':23B 'outlet':47B 'problem':97B 'record':66B 'regular':16B,104B 'reward':10B 'rid':94B 'someon':53B 'take':82B 'talk':55B 'task':121B 'thing':58B,91B 'thought':64B 'time':128B 'track':38B 'well':33B 'without':52B 'write':103B"
509,"en","Mental health and addiction support","Are you or someone you know suffering from a mental health or addiction problem? Use this counseling resource to help guide you to a healthier path.",553,"'addict':4A,18B 'counsel':22B 'guid':26B 'health':2A,16B 'healthier':30B 'help':25B 'know':11B 'mental':1A,15B 'path':31B 'problem':19B 'resourc':23B 'someon':9B 'suffer':12B 'support':5A 'use':20B"
121,"en","Buying groceries in Halifax","There are plenty of grocery stores and convenience stores located near the SMU campus. Here's a list of ones you can check out for your next haul!",126,"'buy':1A 'campus':18B 'check':27B 'conveni':12B 'groceri':2A,9B 'halifax':4A 'haul':32B 'list':22B 'locat':14B 'near':15B 'next':31B 'one':24B 'plenti':7B 'smu':17B 'store':10B,13B"
132,"en","How to develop social skills as an introvert","Introverted and want to get better at social interactions? This video offers three helpful strategies to do just that.",137,"'better':14B 'develop':3A 'get':13B 'help':22B 'interact':17B 'introvert':8A,9B 'offer':20B 'skill':5A 'social':4A,16B 'strategi':23B 'three':21B 'video':19B 'want':11B"
251,"en","10 golden rules to meditation","Check out this guide to mediation for beginners.

https://meditationfarm.org/meditation/?gclid=CjwKCAiAp4KCBhB6EiwAxRxbpEDAoycUXlcq4gaBisi6OyeU1mMxWmjM2mSIfv_kxb5IdbQKKUosjhoC7TEQAvD_BwE",256,"'/meditation/?gclid=cjwkcaiap4kcbhb6eiwaxrxbpedaoycuxlcq4gabisi6oyeu1mmxwmjm2msifv_kxb5idbqkkuosjhoc7teqavd_bwe':16B '10':1A 'beginn':13B 'check':6B 'golden':2A 'guid':9B 'mediat':11B 'medit':5A 'meditationfarm.org':15B 'meditationfarm.org/meditation/?gclid=cjwkcaiap4kcbhb6eiwaxrxbpedaoycuxlcq4gabisi6oyeu1mmxwmjm2msifv_kxb5idbqkkuosjhoc7teqavd_bwe':14B 'rule':3A"
120,"en","Get your UPass - Halifax Transit","All full-time Saint Maryâs students are automatically given a UPassâfull, unlimited access to Halifax Metro Transit services for the duration of the academic year. This convenient program helps you get where you need to go, without having to search for parking, maintain a car, and pay for gas. And just think of all that studying you can get done while someone else is at the wheel.",125,"'academ':32B 'access':21B 'automat':15B 'car':53B 'conveni':35B 'done':68B 'durat':29B 'els':71B 'full':8B,19B 'full-tim':7B 'gas':57B 'get':1A,39B,67B 'given':16B 'go':44B 'halifax':4A,23B 'help':37B 'maintain':51B 'mari':11B 'metro':24B 'need':42B 'park':50B 'pay':55B 'program':36B 'saint':10B 'search':48B 'servic':26B 'someon':70B 'student':13B 'studi':64B 'think':60B 'time':9B 'transit':5A,25B 'unlimit':20B 'upass':3A,18B 'wheel':75B 'without':45B 'year':33B"
122,"en","Catching some zzz's","I realized that many people like myself are experiencing sleeping issues since COVID lockdown, getting either too much/little sleep, and not getting enough of beneficial sleep to feel rejuvenated or relaxed. Here are strategies I've found helpful for catching high-quality zees.",127,"'benefici':28B 'catch':1A,43B 'covid':16B 'either':19B 'enough':26B 'experienc':12B 'feel':31B 'found':40B 'get':18B,25B 'help':41B 'high':45B 'high-qual':44B 'issu':14B 'like':9B 'lockdown':17B 'mani':7B 'much/little':21B 'peopl':8B 'qualiti':46B 'realiz':5B 'rejuven':32B 'relax':34B 'sinc':15B 'sleep':13B,22B,29B 'strategi':37B 've':39B 'zee':47B 'zzz':3A"
178,"en","Patrick Power Library services","The library has so many resources for SMU students! Use this guide to learn about all of the available services. You can also go here (https://smu.ca/virtualuniversity/library-services-online.html) to see the library services continuing online.",183,"'/virtualuniversity/library-services-online.html)':32B 'also':27B 'avail':23B 'continu':38B 'go':28B 'guid':16B 'learn':18B 'librari':3A,6B,36B 'mani':9B 'onlin':39B 'patrick':1A 'power':2A 'resourc':10B 'see':34B 'servic':4A,24B,37B 'smu':12B 'smu.ca':31B 'smu.ca/virtualuniversity/library-services-online.html)':30B 'student':13B 'use':14B"
175,"en","Tips for good study habits during Covid-19","These tips were designed for university students to help them stay on top of their studies during the Covid-19 pandemic.

Link to full article: https://www.unh.edu/student-life/study-tips-covid-19",180,"'-19':8A,28B '/student-life/study-tips-covid-19':36B 'articl':33B 'covid':7A,27B 'design':12B 'full':32B 'good':3A 'habit':5A 'help':17B 'link':30B 'pandem':29B 'stay':19B 'student':15B 'studi':4A,24B 'tip':1A,10B 'top':21B 'univers':14B 'www.unh.edu':35B 'www.unh.edu/student-life/study-tips-covid-19':34B"
320,"en","Finding your class schedule","Trying to find your class schedule? Use the Self-Service Banner to see a detailed outline of your term.",344,"'banner':16B 'class':3A,9B 'detail':20B 'find':1A,7B 'outlin':21B 'schedul':4A,10B 'see':18B 'self':14B 'self-servic':13B 'servic':15B 'term':24B 'tri':5B 'use':11B"
181,"en","Gearing up for your first year at university","Leaving home is stressful for students, but having to stay home for your first university year may be even worse. Make sure you're prepared before attending your first class online.",186,"'attend':35B 'class':38B 'even':27B 'first':5A,22B,37B 'gear':1A 'home':10B,19B 'leav':9B 'make':29B 'may':25B 'onlin':39B 'prepar':33B 're':32B 'stay':18B 'stress':12B 'student':14B 'sure':30B 'univers':8A,23B 'wors':28B 'year':6A,24B"
169,"en","Effective group work strategies","I always hated group projects for my university classes. There was always one or two people who never showed up to meetings, and all the work usually fell to another person in the group who actually cared about their grade. 

The most common issue within small groups is communication, but by using this guide you'll be able to stay in touch with your partners and more evenly divide project responsibilities.",174,"'abl':62B 'actual':40B 'alway':6B,16B 'anoth':34B 'care':41B 'class':13B 'common':47B 'communic':53B 'divid':73B 'effect':1A 'even':72B 'fell':32B 'grade':44B 'group':2A,8B,38B,51B 'guid':58B 'hate':7B 'issu':48B 'll':60B 'meet':26B 'never':22B 'one':17B 'partner':69B 'peopl':20B 'person':35B 'project':9B,74B 'respons':75B 'show':23B 'small':50B 'stay':64B 'strategi':4A 'touch':66B 'two':19B 'univers':12B 'use':56B 'usual':31B 'within':49B 'work':3A,30B"
486,"en","How to create a Google account","Creating a Google account can help you access useful Google apps, like Gmail and Google Drive, that people are using at school and in the workforce. Read this plan to make your own!",530,"'access':14B 'account':6A,10B 'app':17B 'creat':3A,7B 'drive':22B 'gmail':19B 'googl':5A,9B,16B,21B 'help':12B 'like':18B 'make':37B 'peopl':24B 'plan':35B 'read':33B 'school':28B 'use':15B,26B 'workforc':32B"
222,"en","How to take notes in the classroom","Use these quick tips to improve your listening and note-taking during lectures.

https://www.csbsju.edu/academic-advising/study-skills-guide/classroom",227,"'/academic-advising/study-skills-guide/classroom':24B 'classroom':7A 'improv':13B 'lectur':21B 'listen':15B 'note':4A,18B 'note-tak':17B 'quick':10B 'take':3A,19B 'tip':11B 'use':8B 'www.csbsju.edu':23B 'www.csbsju.edu/academic-advising/study-skills-guide/classroom':22B"
